id,name,state,population,population_year,geography,status,distance_from_link_km,kind,url,evidence_url,verification,access
162:0604758,Beaumont,CA,60835,2025,incorporated-place,channels-found,586.24,facebook,https://www.facebook.com/beaumontCApolice,https://beaumontca.gov/1366/Police,linked-from-official-page,not-tested
162:0604758,Beaumont,CA,60835,2025,incorporated-place,channels-found,586.24,instagram,https://www.instagram.com/beaumontca_pd/,https://beaumontca.gov/1366/Police,linked-from-official-page,not-tested
162:0604758,Beaumont,CA,60835,2025,incorporated-place,channels-found,586.24,incident-log,https://beaumontpd.citizenrims.com/map,https://beaumontca.gov/1366/Police,linked-from-official-page,not-tested
162:0604758,Beaumont,CA,60835,2025,incorporated-place,channels-found,586.24,alerts,https://beaumontca.gov/1340/Emergency-Alerts,https://beaumontca.gov/1366/Police,linked-from-official-page,not-tested
162:0604758,Beaumont,CA,60835,2025,incorporated-place,channels-found,586.24,alerts,https://beaumontca.gov/list.aspx,https://beaumontca.gov/1366/Police,linked-from-official-page,not-tested
162:0604758,Beaumont,CA,60835,2025,incorporated-place,channels-found,586.24,department-page,https://beaumontca.gov/1169/Crime,https://beaumontca.gov/1366/Police,official-domain-or-referral,public-html
162:0604758,Beaumont,CA,60835,2025,incorporated-place,channels-found,586.24,incident-log,https://beaumontpd.citizenrims.com,https://beaumontca.gov/1169/Crime,linked-from-official-page,not-tested
162:0604758,Beaumont,CA,60835,2025,incorporated-place,channels-found,586.24,department-page,https://beaumontca.gov/1196/Crime-Tips,https://beaumontca.gov/1366/Police,official-domain-or-referral,public-html
162:0604758,Beaumont,CA,60835,2025,incorporated-place,channels-found,586.24,department-page,https://beaumontca.gov/1166/Transparency,https://beaumontca.gov/1366/Police,official-domain-or-referral,public-html
162:0604982,Bellflower,CA,74719,2025,incorporated-place,channels-found,508.16,department-page,https://irvinepd.gov/2026/06/25/residential-burglary-crew-arrested-2/,https://irvinepd.gov/2026/06/25/residential-burglary-crew-arrested-2/,search-discovered-primary-source; review-jurisdiction,search-readable; automation-unverified
162:0604982,Bellflower,CA,74719,2025,incorporated-place,channels-found,508.16,newsroom,https://origin.www.longbeach.gov/police/press-releases/at-risk-missing-person---juan-munoz/,https://origin.www.longbeach.gov/police/press-releases/at-risk-missing-person---juan-munoz/,search-discovered-primary-source; review-jurisdiction,search-readable; automation-unverified
162:0604982,Bellflower,CA,74719,2025,incorporated-place,channels-found,508.16,newsroom,https://www.longbeach.gov/police/press-releases/traffic-fatality--2200-block-of-bellflower-boulevard/,https://www.longbeach.gov/police/press-releases/traffic-fatality--2200-block-of-bellflower-boulevard/,search-discovered-primary-source; review-jurisdiction,search-readable; automation-unverified
162:0606000,Berkeley,CA,121911,2025,incorporated-place,channels-found,75.97,department-page,https://berkeleyca.gov/safety-health/police,https://berkeleyca.gov/,official-domain-or-referral,public-html
162:0606000,Berkeley,CA,121911,2025,incorporated-place,channels-found,75.97,alerts,https://member.everbridge.net/index/453003085612570,https://berkeleyca.gov/safety-health/police,linked-from-official-page,not-tested
162:0606000,Berkeley,CA,121911,2025,incorporated-place,channels-found,75.97,department-page,https://berkeleyca.gov/community-recreation/news,https://berkeleyca.gov/safety-health/police,official-domain-or-referral,public-html
162:0606000,Berkeley,CA,121911,2025,incorporated-place,channels-found,75.97,department-page,https://berkeleyca.gov/safety-health/police/report-crime,https://berkeleyca.gov/safety-health/police,official-domain-or-referral,public-html
162:0606000,Berkeley,CA,121911,2025,incorporated-place,channels-found,75.97,department-page,https://berkeleyca.gov/safety-health/police-accountability,https://berkeleyca.gov/,official-domain-or-referral,public-html
162:0606000,Berkeley,CA,121911,2025,incorporated-place,channels-found,75.97,alerts,https://berkeleyca.gov/safety-health/disaster-preparedness/emergency-notifications,https://berkeleyca.gov/safety-health/police-accountability,linked-from-official-page,not-tested
162:0606000,Berkeley,CA,121911,2025,incorporated-place,channels-found,75.97,alerts,https://berkeleyca.gov/safety-health/public-health/public-health-alerts-and-advisories,https://berkeleyca.gov/safety-health/police-accountability,linked-from-official-page,not-tested
162:0606000,Berkeley,CA,121911,2025,incorporated-place,channels-found,75.97,nixle,https://local.nixle.com/berkeley-police-department/,https://local.nixle.com/city/ca/berkeley/,certified-publisher-in-city-directory; jurisdiction-review-required,public-nixle-archive
162:0608142,Brentwood,CA,66607,2025,incorporated-place,channels-found,79.44,department-page,https://www.brentwoodca.gov/government/police,https://www.brentwoodca.gov/government/police,reviewed-primary-web-source,search-readable; automation-unverified
162:0608142,Brentwood,CA,66607,2025,incorporated-place,channels-found,79.44,department-page,https://www.brentwoodca.gov/government/police/contact-us,https://www.brentwoodca.gov/government/police/contact-us,search-discovered-primary-source; review-jurisdiction,search-readable; automation-unverified
162:0608142,Brentwood,CA,66607,2025,incorporated-place,channels-found,79.44,newsroom,https://www.brentwoodca.gov/government/police/news,https://www.brentwoodca.gov/government/police/news,search-discovered-primary-source; review-jurisdiction,search-readable; automation-unverified
162:0608786,Buena Park,CA,81741,2025,incorporated-place,channels-found,518.08,department-page,https://www.ocsheriff.gov/occrimestoppers,https://www.ocsheriff.gov/occrimestoppers,search-discovered-primary-source; review-jurisdiction,search-readable; automation-unverified
162:0608786,Buena Park,CA,81741,2025,incorporated-place,channels-found,518.08,department-page,https://oag.ca.gov/fingerprints/locations/buena-park-police-department,https://oag.ca.gov/fingerprints/locations/buena-park-police-department,search-discovered-primary-source; review-jurisdiction,search-readable; automation-unverified
162:0608786,Buena Park,CA,81741,2025,incorporated-place,channels-found,518.08,newsroom,https://www.oag.ca.gov/news/press-releases/california-department-justice-investigating-buena-park-police-department-officer,https://www.oag.ca.gov/news/press-releases/california-department-justice-investigating-buena-park-police-department-officer,search-discovered-primary-source; review-jurisdiction,search-readable; automation-unverified
162:0608954,Burbank,CA,102988,2025,incorporated-place,channels-found,470.94,department-page,https://www.burbankca.gov/web/police-department,https://www.burbankca.gov/,official-domain-or-referral,public-html
162:0608954,Burbank,CA,102988,2025,incorporated-place,channels-found,470.94,newsroom,https://www.burbankca.gov/web/police-department/newsroom,https://www.burbankca.gov/web/police-department,linked-from-official-page,not-tested
162:0608954,Burbank,CA,102988,2025,incorporated-place,channels-found,470.94,newsroom,https://www.burbankca.gov/web/police-department/news/-/police_newsdetail/20124/burbank-police-news-release-man-arrested-for-lewd-behavior,https://www.burbankca.gov/web/police-department,linked-from-official-page,not-tested
162:0608954,Burbank,CA,102988,2025,incorporated-place,channels-found,470.94,newsroom,https://www.burbankca.gov/web/police-department/news/-/police_newsdetail/20124/burbank-pd-news-release-burbank-police-participated-in-statewide-organized-retail-theft-operation,https://www.burbankca.gov/web/police-department,linked-from-official-page,not-tested
162:0608954,Burbank,CA,102988,2025,incorporated-place,channels-found,470.94,instagram,https://www.instagram.com/burbankpolice/,https://www.burbankca.gov/web/police-department,linked-from-official-page,not-tested
162:0608954,Burbank,CA,102988,2025,incorporated-place,channels-found,470.94,facebook,https://www.facebook.com/BurbankPD/,https://www.burbankca.gov/web/police-department,linked-from-official-page,not-tested
162:0608954,Burbank,CA,102988,2025,incorporated-place,channels-found,470.94,x,https://x.com/burbankpd,https://www.burbankca.gov/web/police-department,linked-from-official-page,not-tested
162:0608954,Burbank,CA,102988,2025,incorporated-place,channels-found,470.94,nixle,https://local.nixle.com/burbank-police-department-california/,https://www.burbankca.gov/web/police-department,linked-from-official-page,public-nixle-archive
162:0608954,Burbank,CA,102988,2025,incorporated-place,channels-found,470.94,nextdoor,https://nextdoor.com/agency-post/ca/burbank/burbank-police-department/city-of-burbank-and-burbank-police-department-are-not-affiliated-with-a-private-police-department-survey-186592471/,https://www.burbankca.gov/web/police-department,linked-from-official-page,not-tested
162:0608954,Burbank,CA,102988,2025,incorporated-place,channels-found,470.94,alerts,https://www.burbankca.gov/email-notifications,https://www.burbankca.gov/web/police-department,linked-from-official-page,not-tested
162:0608954,Burbank,CA,102988,2025,incorporated-place,channels-found,470.94,department-page,https://www.burbankca.gov/web/police-department/crime,https://www.burbankca.gov/web/police-department,official-domain-or-referral,public-html
162:0608954,Burbank,CA,102988,2025,incorporated-place,channels-found,470.94,crime-map,https://www.communitycrimemap.com/,https://www.burbankca.gov/web/police-department/crime,linked-from-official-page,not-tested
162:0608954,Burbank,CA,102988,2025,incorporated-place,channels-found,470.94,alerts,http://www.vinelink.com/,https://www.burbankca.gov/web/police-department/crime,linked-from-official-page,not-tested
162:0608954,Burbank,CA,102988,2025,incorporated-place,channels-found,470.94,newsroom,https://www.burbankca.gov/web/police-department/news/-/police_newsdetail/20124/burbank-pd-news-release-dui-checkpoint-results-3,https://www.burbankca.gov/web/police-department/newsroom,linked-from-official-page,not-tested
162:0608954,Burbank,CA,102988,2025,incorporated-place,channels-found,470.94,incident-log,https://www.burbankca.gov/web/police-department/news/-/police_newsdetail/20124/burbank-pd-community-bulletin-first-amendment-auditors,https://www.burbankca.gov/web/police-department/newsroom,linked-from-official-page,not-tested
162:0608954,Burbank,CA,102988,2025,incorporated-place,channels-found,470.94,newsroom,https://www.burbankca.gov/web/police-department/news/-/police_newsdetail/20124/burbank-pd-news-release-dui-checkpoint-scheduled-for-august-14-2026,https://www.burbankca.gov/web/police-department/newsroom,linked-from-official-page,not-tested
162:0608954,Burbank,CA,102988,2025,incorporated-place,channels-found,470.94,newsroom,https://www.burbankca.gov/web/police-department/news/-/police_newsdetail/20124/burbank-pd-news-release-alpr-technology-helps-detectives-solve-wallet-theft-case-of-elderly-victim,https://www.burbankca.gov/web/police-department/newsroom,linked-from-official-page,not-tested
162:0608954,Burbank,CA,102988,2025,incorporated-place,channels-found,470.94,newsroom,https://www.burbankca.gov/web/police-department/news/-/police_newsdetail/20124/burbank-pd-news-release-registered-sex-offender-arrested-following-indecent-exposure,https://www.burbankca.gov/web/police-department/newsroom,linked-from-official-page,not-tested
162:0608954,Burbank,CA,102988,2025,incorporated-place,channels-found,470.94,newsroom,https://www.burbankca.gov/web/police-department/news/-/police_newsdetail/20124/burbank-pd-news-release-fatal-traffic-collision-involving-electric-motorcycle,https://www.burbankca.gov/web/police-department/newsroom,linked-from-official-page,not-tested
162:0608954,Burbank,CA,102988,2025,incorporated-place,channels-found,470.94,newsroom,https://www.burbankca.gov/web/police-department/news/-/police_newsdetail/20124/burbank-pd-news-release-man-arrested-for-lewd-behavior,https://www.burbankca.gov/web/police-department/newsroom,linked-from-official-page,not-tested
162:0608954,Burbank,CA,102988,2025,incorporated-place,channels-found,470.94,newsroom,https://www.burbankca.gov/web/police-department/newsroom?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_delta=10&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_orderByCol=modifiedDate&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_orderByType=DESC&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_cur=1,https://www.burbankca.gov/web/police-department/newsroom,linked-from-official-page,not-tested
162:0608954,Burbank,CA,102988,2025,incorporated-place,channels-found,470.94,newsroom,https://www.burbankca.gov/web/police-department/newsroom?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_delta=10&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_orderByCol=modifiedDate&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_orderByType=DESC&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_cur=2,https://www.burbankca.gov/web/police-department/newsroom,linked-from-official-page,not-tested
162:0608954,Burbank,CA,102988,2025,incorporated-place,channels-found,470.94,newsroom,https://www.burbankca.gov/web/police-department/newsroom?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_delta=10&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_orderByCol=modifiedDate&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_orderByType=DESC&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_cur=3,https://www.burbankca.gov/web/police-department/newsroom,linked-from-official-page,not-tested
162:0608954,Burbank,CA,102988,2025,incorporated-place,channels-found,470.94,newsroom,https://www.burbankca.gov/web/police-department/newsroom?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_delta=10&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_orderByCol=modifiedDate&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_orderByType=DESC&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_cur=4,https://www.burbankca.gov/web/police-department/newsroom,linked-from-official-page,not-tested
162:0608954,Burbank,CA,102988,2025,incorporated-place,channels-found,470.94,newsroom,https://www.burbankca.gov/web/police-department/newsroom?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_delta=10&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_orderByCol=modifiedDate&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_orderByType=DESC&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_cur=5,https://www.burbankca.gov/web/police-department/newsroom,linked-from-official-page,not-tested
162:0608954,Burbank,CA,102988,2025,incorporated-place,channels-found,470.94,newsroom,https://www.burbankca.gov/web/police-department/newsroom?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_delta=10&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_orderByCol=modifiedDate&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_orderByType=DESC&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_cur=6,https://www.burbankca.gov/web/police-department/newsroom,linked-from-official-page,not-tested
162:0608954,Burbank,CA,102988,2025,incorporated-place,channels-found,470.94,newsroom,https://www.burbankca.gov/web/police-department/newsroom?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_delta=10&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_orderByCol=modifiedDate&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_orderByType=DESC&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_cur=7,https://www.burbankca.gov/web/police-department/newsroom,linked-from-official-page,not-tested
162:0608954,Burbank,CA,102988,2025,incorporated-place,channels-found,470.94,newsroom,https://www.burbankca.gov/web/police-department/newsroom?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_delta=10&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_orderByCol=modifiedDate&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_orderByType=DESC&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_cur=8,https://www.burbankca.gov/web/police-department/newsroom,linked-from-official-page,not-tested
162:0608954,Burbank,CA,102988,2025,incorporated-place,channels-found,470.94,newsroom,https://www.burbankca.gov/web/police-department/newsroom?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_delta=10&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_orderByCol=modifiedDate&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_orderByType=DESC&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_dabv_cur=9,https://www.burbankca.gov/web/police-department/newsroom,linked-from-official-page,not-tested
